DATAFLOW,LAST UPDATE,freq,sex,age,isced11,training,geo,unit,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Netherlands,Thousand persons,2024,179.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Norway,Percentage,2024,23.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Norway,Thousand persons,2024,13.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Poland,Percentage,2024,4.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Poland,Thousand persons,2024,32.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Portugal,Percentage,2024,12.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Portugal,Thousand persons,2024,18.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Romania,Percentage,2024,1.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Romania,Thousand persons,2024,12.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Sweden,Percentage,2024,18.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Sweden,Thousand persons,2024,26.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Slovenia,Percentage,2024,18.5,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Slovenia,Thousand persons,2024,10.0,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Slovakia,Percentage,2024,5.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Slovakia,Thousand persons,2024,10.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Austria,Percentage,2024,78.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Austria,Thousand persons,2024,205.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Belgium,Percentage,2024,71.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Belgium,Thousand persons,2024,166.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Bulgaria,Percentage,2024,98.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Bulgaria,Thousand persons,2024,63.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Cyprus,Percentage,2024,92.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Cyprus,Thousand persons,2024,4.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Czechia,Percentage,2024,87.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Czechia,Thousand persons,2024,333.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Germany,Percentage,2024,86.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Germany,Thousand persons,2024,1512.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Denmark,Percentage,2024,67.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Denmark,Thousand persons,2024,50.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Euro area – 20 countries (2023-2025),Percentage,2024,82.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Euro area – 20 countries (2023-2025),Thousand persons,2024,5525.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Estonia,Percentage,2024,75.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Estonia,Thousand persons,2024,15.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Greece,Percentage,2024,98.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Greece,Thousand persons,2024,129.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Spain,Percentage,2024,85.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Spain,Thousand persons,2024,323.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,European Union - 27 countries (from 2020),Percentage,2024,85.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,European Union - 27 countries (from 2020),Thousand persons,2024,7890.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Finland,Percentage,2024,73.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Finland,Thousand persons,2024,106.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,France,Percentage,2024,75.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,France,Thousand persons,2024,1048.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Croatia,Percentage,2024,93.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Croatia,Thousand persons,2024,128.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Hungary,Percentage,2024,96.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Hungary,Thousand persons,2024,233.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Ireland,Percentage,2024,82.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Ireland,Thousand persons,2024,42.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Italy,Percentage,2024,92.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Italy,Thousand persons,2024,1135.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Lithuania,Percentage,2024,78.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Lithuania,Thousand persons,2024,23.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Luxembourg,Percentage,2024,62.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Luxembourg,Thousand persons,2024,12.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Latvia,Percentage,2024,85.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Latvia,Thousand persons,2024,20.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,North Macedonia,Percentage,2024,90.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,North Macedonia,Thousand persons,2024,49.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Malta,Percentage,2024,78.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Malta,Thousand persons,2024,7.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Netherlands,Percentage,2024,62.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Netherlands,Thousand persons,2024,295.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Norway,Percentage,2024,76.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Norway,Thousand persons,2024,44.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Poland,Percentage,2024,96.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Poland,Thousand persons,2024,787.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 20 to 34 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Portugal,Percentage,2024,87.2,,
